1.248594210333415777e+00,2.848054119699770965e-03,9.127818522941177556e-04,-2.056714388030718085e-03,4.227256864229142659e-03,3.693315446785695212e-03,-1.358615737094771587e-03,4.731768146328940196e-03,-2.754756692648687669e-03,3.054958679281220661e-03,1.808962312808440505e-03
1.248189696129194948e+00,-1.802151052572049028e-03,-4.083622794156841276e-03,-3.408103883942500793e-03,9.485657994254321004e-03,-6.759733598336742366e-02,-1.002400963801313993e-01,-1.165945280080213031e+00,-1.244827723240446993e+00,-3.405583639032264687e-01,1.311090149298143270e+00
1.246972594453054972e+00,-1.509738442006776891e-02,-1.826692027621146242e-02,-7.318455595021125873e-03,2.517772350368520026e-02,-1.245809514379618010e-01,-2.052086504973145153e-01,-2.156829501679164096e+00,-2.299654633778260404e+00,-6.366878857558615490e-01,2.610099145641477492e+00
1.244892436533085567e+00,-3.408772284063297381e-02,-3.848481678134869910e-02,-1.313387288569541761e-02,5.078402597073508606e-02,-1.410074307369785229e-01,-3.155861544504546812e-01,-2.590483671451437431e+00,-2.754137028613126592e+00,-8.167907013457066379e-01,3.789828260106330671e+00
1.241952434427711971e+00,-5.362283614189095743e-02,-5.861655457227955834e-02,-2.079005590509588192e-02,8.475260193101333273e-02,-1.224395249216475856e-01,-4.190163293455526627e-01,-2.293937438152067188e+00,-2.279267155436964565e+00,-1.096607589672266014e+00,4.701136434278457621e+00
1.238246327436541838e+00,-7.048814964563707153e-02,-7.404201775940801034e-02,-3.154903142207622635e-02,1.239394171128861549e-01,-1.225488463569434083e-01,-5.072433224064614166e-01,-1.922940104977989728e+00,-1.577968747569112429e+00,-1.592419032184628103e+00,5.095006366632472528e+00
1.233844845432574111e+00,-8.424504458538698004e-02,-8.345581120057039837e-02,-4.669457430681797638e-02,1.661757961136797190e-01,-1.275073965980602075e-01,-5.931589453982563098e-01,-1.516826304873987619e+00,-7.764908381834850770e-01,-2.193148572468891278e+00,5.463493186077157837e+00
1.228760755959712014e+00,-9.470775859502721106e-02,-8.650292306697665579e-02,-6.644141649847778996e-02,2.109796846964124284e-01,-1.270055085637938064e-01,-6.649633506006402683e-01,-1.102084655966295124e+00,1.052103884883953677e-02,-2.755415123716351111e+00,5.712668996383529318e+00
1.224284017229700927e+00,-1.029511666319391644e-01,-8.473281531091875207e-02,-9.128664384629184281e-02,2.554957899885384465e-01,-6.504147470989893320e-02,-4.607012631080451004e-01,-9.636418736020214704e-01,4.341625677000477967e-01,-3.447216277346411228e+00,5.429940868750973593e+00
1.221265115600131290e+00,-1.097633495993724645e-01,-7.940853653503772425e-02,-1.205808381098491949e-01,2.960793799906259460e-01,-1.471884486072595755e-02,-3.020950588559757621e-01,-7.402988846336737705e-01,8.985476157670837516e-01,-3.868496968834201244e+00,4.731912269363720114e+00
